"""스포츠관람활동""","""줄넘기 관람"""
"""스포츠참여활동""","""체조"""
"""스포츠관람활동""","""체조 관람"""
"""스포츠참여활동""","""훌라후프"""
"""스포츠관람활동""","""훌라후프 관람"""
"""스포츠참여활동""","""마라톤"""
"""스포츠관람활동""","""마라톤 관람"""
"""스포츠참여활동""","""태권도"""
"""스포츠관람활동""","""태권도 관람"""
"""스포츠참여활동""","""유도"""
"""스포츠관람활동""","""유도 관람"""
"""스포츠참여활동""","""합기도"""
"""스포츠관람활동""","""합기도 관람"""
"""스포츠참여활동""","""검도"""
"""스포츠관람활동""","""검도 관람"""
"""스포츠참여활동""","""권투"""
"""스포츠관람활동""","""권투 관람"""
"""스포츠참여활동""","""탱고"""
"""스포츠참여활동""","""왈츠"""
"""스포츠참여활동""","""자이보"""
"""스포츠참여활동""","""맘보"""
"""스포츠참여활동""","""폴카"""
"""스포츠참여활동""","""차차차"""
"""스포츠참여활동""","""사이클링"""
"""스포츠관람활동""","""사이클링 관람"""
"""스포츠참여활동""","""산악자전거"""
"""스포츠관람활동""","""산악자전거 관람"""
"""스포츠참여활동""","""인라인 스케이트"""
"""스포츠관람활동""","""인라인 스케이트 관람"""
"""스포츠참여활동""","""승마"""
"""스포츠관람활동""","""승마 관람"""
"""스포츠참여활동""","""클라이밍"""
"""스포츠관람활동""","""클라이밍 관람"""
"""관광활동""","""""문화유적 방문(고궁, 절, 유적지 등)"""
"""관광활동""","""자연명승 및 풍경 관람"""
"""관광활동""","""삼림욕"""
"""관광활동""","""국내여행"""
"""관광활동""","""해외여행"""
"""관광활동""","""소풍/야유회"""
"""관광활동""","""유람선 타기"""
"""관광활동""","""온천/해수욕"""
"""관광활동""","""테마파크/놀이공원/동물원/식물원 가기"""
"""관광활동""","""지역축제 참가"""
"""관광활동""","""자동차 드라이브"""
"""취미오락활동""","""수집 활동""(스크랩 포함)"""
"""취미오락활동""","""생활공예(십자수, 비즈공예, DIY, 꽃꽂이 등)"""
"""취미오락활동""","""요리"""
"""취미오락활동""","""다도"""
"""취미오락활동""","""반려 동물 돌보기"""
"""취미오락활동""","""노래방 가기"""
"""취미오락활동""","""인테리어(집, 자동차 등)"""
"""취미오락활동""","""등산"""
"""취미오락활동""","""낚시"""
"""취미오락활동""","""홈페이지/블로그 관리"""
"""취미오락활동""","""SNS"""
"""취미오락활동""","""미디어 제작"""
"""취미오락활동""","""인터넷 서핑"""
"""취미오락활동""","""컴퓨터 게임"""
"""취미오락활동""","""모바일 게임"""
"""취미오락활동""","""콘솔 게임"""
"""취미오락활동""","""보드 게임"""
"""취미오락활동""","""퍼즐/큐브"""
"""취미오락활동""","""바둑"""
"""취미오락활동""","""체스"""
"""취미오락활동""","""장기"""
"""취미오락활동""","""쇼핑"""
"""취미오락활동""","""외식"""
"""취미오락활동""","""독서(웹소설 포함)"""
"""취미오락활동""","""만화(애니, 웹툰)"""
"""취미오락활동""","""피부 관리"""
"""취미오락활동""","""헤어 관리"""
"""취미오락활동""","""네일 아트"""
"""취미오락활동""","""마사지"""
"""취미오락활동""","""공부"""
"""취미오락활동""","""이색/테마카페 체험(방탈출, VR, 낚시카페 등)"""
"""취미오락활동""","""원예(화분, 화단 가꾸기 등)"""
"""휴식활동""","""산책"""
"""휴식활동""","""목욕/사우나/찜질방"""
"""휴식활동""","""낮잠"""
"""휴식활동""","""TV시청"""
"""휴식활동""","""영상시청(VOD, 유튜브, 넷플릭스, 웨이브, 티빙, 디즈니플러스 등)"""
"""휴식활동""","""라디오/팟캐스트 청취"""
"""휴식활동""","""음악 감상"""
"""휴식활동""","""신문/잡지 보기"""
"""사회 및 기타활동""","""사회봉사활동"""""
"""사회 및 기타활동""","""종교 활동"""""
"""사회 및 기타활동""","""클럽/나이트/디스코/캬바레 가기"""
"""사회 및 기타활동""","""기타"""
